id,scheduleId,memberId,eventDate,attack1Stars,attack1Missed,attack1Opponent,attack2Stars,attack2Missed,attack2Opponent,didNotAttack,previousValidStars,currentValidStars,createdBy,createdAt,updatedAt
270010,30001,180001,2026-02-02,3,0,,1,0,,0,0,0,1,2026-02-03 01:31:35,2026-02-03 01:31:35
270011,30001,90023,2026-02-02,3,1,,2,0,,0,0,0,1,2026-02-03 01:31:35,2026-02-03 01:31:35
270012,30001,30009,2026-02-02,3,0,,0,0,,0,0,0,1,2026-02-03 01:31:35,2026-02-03 01:31:35
270013,30001,120001,2026-02-02,3,0,,3,0,,0,0,0,1,2026-02-03 01:31:35,2026-02-03 01:31:35
270014,30001,30011,2026-02-02,3,0,,3,1,,0,0,0,1,2026-02-03 01:31:35,2026-02-03 01:31:35
270015,30001,210001,2026-02-02,3,1,,0,0,,0,0,0,1,2026-02-03 01:31:36,2026-02-03 01:31:36
300010,90002,30002,2026-02-03,2,0,,3,0,,0,0,0,1,2026-02-04 01:03:36,2026-02-04 01:03:36
300011,90002,180001,2026-02-03,3,0,,0,0,,0,0,0,1,2026-02-04 01:03:36,2026-02-04 01:03:36
300012,90002,1,2026-02-03,0,0,,0,0,,1,0,0,1,2026-02-04 01:03:36,2026-02-04 01:03:36
300013,90002,30006,2026-02-03,3,0,,0,0,,0,0,0,1,2026-02-04 01:03:36,2026-02-04 01:03:36
300014,90002,30003,2026-02-03,0,0,,0,0,,1,0,0,1,2026-02-04 01:03:36,2026-02-04 01:03:36
300015,90002,2,2026-02-03,0,0,,0,0,,1,0,0,1,2026-02-04 01:03:36,2026-02-04 01:03:36
300016,90002,30004,2026-02-03,3,0,,3,0,,0,0,0,1,2026-02-04 01:03:36,2026-02-04 01:03:36
300017,90002,30001,2026-02-03,2,0,,2,0,,0,0,0,1,2026-02-04 01:03:36,2026-02-04 01:03:36
300018,90002,30008,2026-02-03,3,0,,0,0,,0,0,0,1,2026-02-04 01:03:36,2026-02-04 01:03:36
300019,90002,90023,2026-02-03,3,0,,3,0,,0,0,0,1,2026-02-04 01:03:36,2026-02-04 01:03:36
300020,90002,30010,2026-02-03,3,0,,3,0,,0,0,0,1,2026-02-04 01:03:36,2026-02-04 01:03:36
300021,90002,30009,2026-02-03,0,0,,0,0,,1,0,0,1,2026-02-04 01:03:36,2026-02-04 01:03:36
300022,90002,120001,2026-02-03,3,0,,3,0,,0,0,0,1,2026-02-04 01:03:36,2026-02-04 01:03:36
300023,90002,30011,2026-02-03,3,1,,3,0,,0,0,0,1,2026-02-04 01:03:36,2026-02-04 01:03:36
300024,90002,60002,2026-02-03,3,0,,3,0,,0,0,0,1,2026-02-04 01:03:36,2026-02-04 01:03:36
300025,90002,30012,2026-02-03,3,0,,3,0,,0,0,0,1,2026-02-04 01:03:36,2026-02-04 01:03:36
300026,90002,30014,2026-02-03,3,0,,3,0,,0,0,0,1,2026-02-04 01:03:37,2026-02-04 01:03:37
300027,90002,30013,2026-02-03,3,0,,3,0,,0,0,0,1,2026-02-04 01:03:37,2026-02-04 01:03:37
300028,90002,30018,2026-02-03,0,0,,0,0,,1,0,0,1,2026-02-04 01:03:37,2026-02-04 01:03:37
300029,90002,210001,2026-02-03,0,0,,0,0,,1,0,0,1,2026-02-04 01:03:37,2026-02-04 01:03:37
